merchant_id,merchant_category,date,gross_transaction_amount,refund_amount,chargeback_amount,razorpay_fee,tds_hold,net_settled_amount
mcht_food_02,food_delivery,2026-03-14,274891.95,24925.04,1126.96,5208.84,2748.92,240882.19
mcht_food_03,food_delivery,2026-03-14,300648.21,9036.71,1451.69,5542.79,3006.48,281610.54
mcht_mkt_01,marketplace,2026-03-14,714842.54,0.0,21863.68,12919.19,7148.43,672911.24
mcht_mkt_02,marketplace,2026-03-14,608621.66,102420.63,22149.48,11042.8,6086.22,466922.53
mcht_mkt_03,marketplace,2026-03-14,1425047.97,0.0,24700.29,30742.83,14250.48,1355354.37
mcht_mkt_04,marketplace,2026-03-14,400620.79,0.0,0.0,7867.57,4006.21,388747.01
mcht_saas_01,saas_subscription,2026-03-14,94408.89,248.61,38.98,1943.42,944.09,91233.79
mcht_saas_02,saas_subscription,2026-03-14,177010.17,391.44,131.66,3613.8,1770.1,171103.17
mcht_saas_03,saas_subscription,2026-03-14,317167.19,893.11,408.2,6546.92,3171.67,306147.29
mcht_saas_04,saas_subscription,2026-03-14,142958.2,394.53,0.0,3045.14,1429.58,138088.95
mcht_d2c_01,d2c_ecommerce,2026-03-15,162528.13,15373.44,0.0,3267.65,1625.28,142261.76
mcht_d2c_02,d2c_ecommerce,2026-03-15,225626.77,0.0,944.59,4939.99,2256.27,217485.92
mcht_d2c_03,d2c_ecommerce,2026-03-15,413550.71,40391.2,3413.01,8487.95,4135.51,357123.04
mcht_d2c_04,d2c_ecommerce,2026-03-15,132854.33,11241.68,1343.48,2599.17,1328.54,116341.46
mcht_food_01,food_delivery,2026-03-15,212149.68,8000.98,469.2,4620.06,2121.5,196937.94
mcht_food_02,food_delivery,2026-03-15,380554.46,0.0,411.49,7471.32,3805.54,368866.11
mcht_food_03,food_delivery,2026-03-15,497675.14,22168.71,0.0,10347.26,4976.75,460182.42
mcht_mkt_01,marketplace,2026-03-15,591468.6,53561.66,23755.45,11934.73,5914.69,496302.07
mcht_mkt_02,marketplace,2026-03-15,863701.49,0.0,43012.8,16611.54,8637.01,795440.14
mcht_mkt_03,marketplace,2026-03-15,1207729.88,117749.1,26475.54,23037.02,12077.3,1028390.92
mcht_mkt_04,marketplace,2026-03-15,367721.74,25044.69,0.0,7915.68,3677.22,331084.15
mcht_saas_01,saas_subscription,2026-03-15,89265.9,560.66,0.0,1668.19,892.66,86144.39
mcht_saas_02,saas_subscription,2026-03-15,174792.07,0.0,65.7,3423.17,1747.92,169555.28
mcht_saas_03,saas_subscription,2026-03-15,310349.04,1056.41,0.0,6120.71,3103.49,300068.43
mcht_saas_04,saas_subscription,2026-03-15,145945.55,787.51,0.0,3128.9,1459.46,140569.68
mcht_d2c_01,d2c_ecommerce,2026-03-16,263536.34,19228.79,578.99,5745.15,2635.36,235348.05
mcht_d2c_02,d2c_ecommerce,2026-03-16,313518.8,54459.33,2839.7,6736.08,3135.19,246348.5
mcht_d2c_03,d2c_ecommerce,2026-03-16,725365.76,0.0,0.0,13656.33,7253.66,704455.77
mcht_d2c_04,d2c_ecommerce,2026-03-16,197191.46,0.0,0.0,4150.78,1971.91,191068.77
mcht_food_01,food_delivery,2026-03-16,212725.34,12132.31,496.94,4637.35,2127.25,193331.49
mcht_food_02,food_delivery,2026-03-16,333188.32,9285.15,1245.89,6827.9,3331.88,312497.5
mcht_food_03,food_delivery,2026-03-16,413734.21,14315.5,1088.93,7708.7,4137.34,386483.74
mcht_mkt_01,marketplace,2026-03-16,650728.45,0.0,12709.27,12790.33,6507.28,618721.57
mcht_mkt_02,marketplace,2026-03-16,573694.82,77146.51,28683.36,11724.2,5736.95,450403.8
mcht_mkt_03,marketplace,2026-03-16,1116701.8,69227.5,0.0,20290.66,11167.02,1016016.62
mcht_mkt_04,marketplace,2026-03-16,676357.81,32459.23,0.0,13256.12,6763.58,623878.88
mcht_saas_01,saas_subscription,2026-03-16,85837.66,278.08,85.07,1850.75,858.38,82765.38
mcht_saas_02,saas_subscription,2026-03-16,169790.0,553.19,80.19,3084.24,1697.9,164374.48
mcht_saas_03,saas_subscription,2026-03-16,296111.87,846.2,251.57,5588.03,2961.12,286464.95
mcht_saas_04,saas_subscription,2026-03-16,130424.61,313.05,40.79,2546.87,1304.25,126219.65
mcht_d2c_01,d2c_ecommerce,2026-03-17,236884.3,38734.22,0.0,4666.02,2368.84,191115.22
mcht_d2c_02,d2c_ecommerce,2026-03-17,391683.87,24360.9,863.41,7386.75,3916.84,355155.97
mcht_d2c_03,d2c_ecommerce,2026-03-17,640222.72,39642.47,0.0,13007.65,6402.23,581170.37
mcht_d2c_04,d2c_ecommerce,2026-03-17,199818.55,11530.07,2243.87,3836.52,1998.19,180209.9
mcht_food_01,food_delivery,2026-03-17,83946.23,3678.65,0.0,1561.14,839.46,77866.98
mcht_food_02,food_delivery,2026-03-17,144092.92,3994.33,1041.41,3004.21,1440.93,134612.04
mcht_food_03,food_delivery,2026-03-17,256734.74,11048.3,1791.38,4780.19,2567.35,236547.52
mcht_mkt_01,marketplace,2026-03-17,467472.11,69925.21,9420.64,9990.19,4674.72,373461.35
mcht_mkt_02,marketplace,2026-03-17,415325.42,89009.37,0.0,9075.08,4153.25,313087.72
mcht_mkt_03,marketplace,2026-03-17,1904781.76,192225.38,35276.37,38571.1,19047.82,1619661.09
mcht_mkt_04,marketplace,2026-03-17,423570.72,55585.17,12592.67,7807.83,4235.71,343349.34
mcht_saas_01,saas_subscription,2026-03-17,86250.55,0.0,0.0,1714.65,862.51,83673.39
mcht_saas_02,saas_subscription,2026-03-17,161522.7,560.49,0.0,2971.99,1615.23,156374.99
mcht_saas_03,saas_subscription,2026-03-17,283505.25,1804.82,369.2,6086.11,2835.05,272410.07
mcht_saas_04,saas_subscription,2026-03-17,123299.83,803.9,57.99,2592.49,1233.0,118612.45
mcht_d2c_01,d2c_ecommerce,2026-03-18,148394.83,16654.32,828.55,3138.89,1483.95,126289.12
mcht_d2c_02,d2c_ecommerce,2026-03-18,194168.19,47840.04,623.72,3682.35,1941.68,140080.4
mcht_d2c_03,d2c_ecommerce,2026-03-18,344097.51,60341.78,4307.34,7054.74,3440.98,268952.67
mcht_d2c_04,d2c_ecommerce,2026-03-18,142693.81,13435.48,0.0,2687.24,1426.94,125144.15
mcht_food_01,food_delivery,2026-03-18,85200.43,0.0,210.88,1795.84,852.0,82341.71
mcht_food_02,food_delivery,2026-03-18,165372.91,13131.8,812.78,3532.49,1653.73,146242.11
mcht_food_03,food_delivery,2026-03-18,247434.8,19641.41,768.38,5040.27,2474.35,219510.39
mcht_mkt_01,marketplace,2026-03-18,340591.02,29665.94,19350.43,7005.69,3405.91,281163.05
mcht_mkt_02,marketplace,2026-03-18,855247.41,0.0,12759.29,15705.02,8552.47,818230.63
mcht_mkt_03,marketplace,2026-03-18,1061879.54,65507.94,0.0,20066.78,10618.8,965686.02
mcht_mkt_04,marketplace,2026-03-18,263098.48,26920.79,0.0,5772.03,2630.98,227774.68
mcht_saas_01,saas_subscription,2026-03-18,104035.48,326.31,0.0,2070.76,1040.35,100598.06
mcht_saas_02,saas_subscription,2026-03-18,190468.53,1528.22,78.01,3927.46,1904.69,183030.15
mcht_saas_03,saas_subscription,2026-03-18,329430.77,1084.42,0.0,6385.69,3294.31,318666.35
mcht_saas_04,saas_subscription,2026-03-18,144829.78,433.91,71.15,2941.4,1448.3,139935.02
mcht_d2c_01,d2c_ecommerce,2026-03-19,167793.5,25237.95,0.0,3133.0,1677.93,137744.62
mcht_d2c_02,d2c_ecommerce,2026-03-19,227077.51,20425.1,0.0,4400.56,2270.78,199981.07
mcht_d2c_03,d2c_ecommerce,2026-03-19,392387.74,33070.25,0.0,7958.26,3923.88,347435.35
mcht_d2c_04,d2c_ecommerce,2026-03-19,106737.29,0.0,563.81,2154.31,1067.37,102951.8
mcht_food_01,food_delivery,2026-03-19,92846.61,7500.33,0.0,1830.84,928.47,82586.97
mcht_food_02,food_delivery,2026-03-19,206016.47,6145.34,1633.06,4289.58,2060.16,191888.33
mcht_food_03,food_delivery,2026-03-19,249990.0,11286.85,1009.94,4543.41,2499.9,230649.9
mcht_mkt_01,marketplace,2026-03-19,634626.42,0.0,18892.05,12519.65,6346.26,596868.46
mcht_mkt_02,marketplace,2026-03-19,1458875.61,56690.13,35576.03,30363.07,14588.76,1321657.62
mcht_mkt_03,marketplace,2026-03-19,1799372.12,0.0,34039.55,35693.81,17993.72,1711645.04
mcht_mkt_04,marketplace,2026-03-19,636862.71,49264.01,10800.57,12736.43,6368.63,557693.07
mcht_saas_01,saas_subscription,2026-03-19,104323.76,0.0,49.92,2268.22,1043.24,100962.38
mcht_saas_02,saas_subscription,2026-03-19,194890.38,0.0,148.68,4284.12,1948.9,188508.68
mcht_saas_03,saas_subscription,2026-03-19,320921.67,1212.31,0.0,6961.36,3209.22,309538.78
mcht_saas_04,saas_subscription,2026-03-19,147850.21,446.26,0.0,3086.93,1478.5,142838.52
mcht_d2c_01,d2c_ecommerce,2026-03-20,132948.69,0.0,919.76,2545.06,1329.49,128154.38
mcht_d2c_02,d2c_ecommerce,2026-03-20,204846.34,39019.04,1573.96,4008.04,2048.46,158196.84
mcht_d2c_03,d2c_ecommerce,2026-03-20,327905.84,0.0,0.0,6146.48,3279.06,318480.3
mcht_d2c_04,d2c_ecommerce,2026-03-20,112126.71,0.0,465.23,2138.31,1121.27,108401.9
mcht_food_01,food_delivery,2026-03-20,105254.13,5065.47,455.88,2101.81,1052.54,96578.43
mcht_food_02,food_delivery,2026-03-20,179316.88,9587.29,478.13,3785.31,1793.17,163672.98
mcht_food_03,food_delivery,2026-03-20,240429.67,11887.92,0.0,4359.46,2404.3,221777.99
mcht_mkt_01,marketplace,2026-03-20,727891.85,43667.33,0.0,13760.09,7278.92,663185.51
mcht_mkt_02,marketplace,2026-03-20,843845.33,62505.05,0.0,17527.4,8438.45,755374.43
mcht_mkt_03,marketplace,2026-03-20,1238749.23,83080.12,36458.99,26272.95,12387.49,1080549.68
mcht_mkt_04,marketplace,2026-03-20,431792.19,21527.14,0.0,8363.59,4317.92,397583.54
mcht_saas_01,saas_subscription,2026-03-20,104805.89,859.39,0.0,1911.44,1048.06,100987.0
mcht_saas_02,saas_subscription,2026-03-20,183012.87,574.22,62.48,3305.8,1830.13,177240.24
mcht_saas_03,saas_subscription,2026-03-20,312414.52,0.0,257.39,5882.58,3124.15,303150.4
mcht_saas_04,saas_subscription,2026-03-20,135744.36,0.0,113.55,2539.93,1357.44,131733.44
mcht_d2c_01,d2c_ecommerce,2026-03-21,147278.65,18060.38,0.0,2850.19,1472.79,124895.29
mcht_d2c_02,d2c_ecommerce,2026-03-21,254850.66,40226.73,677.25,5151.04,2548.51,206247.13
mcht_d2c_03,d2c_ecommerce,2026-03-21,372070.39,65567.3,1428.93,7773.38,3720.7,293580.08
mcht_d2c_04,d2c_ecommerce,2026-03-21,130430.98,68517.04,433.64,2365.1,1304.31,57810.89
mcht_food_01,food_delivery,2026-03-21,168944.85,0.0,220.05,3378.01,1689.45,163657.34
mcht_food_02,food_delivery,2026-03-21,231633.31,0.0,658.13,4724.46,2316.33,223934.39
mcht_food_03,food_delivery,2026-03-21,309097.68,21143.91,575.8,6097.19,3090.98,278189.8
mcht_mkt_01,marketplace,2026-03-21,420449.77,0.0,0.0,8376.07,4204.5,407869.2
mcht_mkt_02,marketplace,2026-03-21,959675.93,0.0,19236.05,19844.08,9596.76,910999.04
mcht_mkt_03,marketplace,2026-03-21,1166660.42,121530.36,0.0,24693.75,11666.6,1008769.71
mcht_mkt_04,marketplace,2026-03-21,649962.27,0.0,22345.59,14022.6,6499.62,607094.46
mcht_saas_01,saas_subscription,2026-03-21,96102.33,283.16,110.6,1812.56,961.02,92934.99
mcht_saas_02,saas_subscription,2026-03-21,191589.93,511.74,69.62,3875.93,1915.9,185216.74
mcht_saas_03,saas_subscription,2026-03-21,332869.55,933.93,0.0,6737.36,3328.7,321869.56
mcht_saas_04,saas_subscription,2026-03-21,142157.35,466.12,176.79,2974.72,1421.57,137118.15
mcht_d2c_01,d2c_ecommerce,2026-03-22,182313.18,0.0,452.82,3358.81,1823.13,176678.42
mcht_d2c_02,d2c_ecommerce,2026-03-22,238460.81,36079.83,0.0,4514.08,2384.61,195482.29
mcht_d2c_03,d2c_ecommerce,2026-03-22,464496.85,71417.65,3036.99,8497.03,4644.97,376900.21
mcht_d2c_04,d2c_ecommerce,2026-03-22,129493.86,9414.96,0.0,2357.6,1294.94,116426.36
mcht_food_01,food_delivery,2026-03-22,213837.35,15787.14,401.53,4677.37,2138.37,190832.94
mcht_food_02,food_delivery,2026-03-22,334847.36,11829.27,0.0,6184.04,3348.47,313485.58
mcht_food_03,food_delivery,2026-03-22,514693.54,0.0,0.0,10016.13,5146.94,499530.47
mcht_mkt_01,marketplace,2026-03-22,394868.24,41223.44,13525.18,7365.07,3948.68,328805.87
mcht_mkt_02,marketplace,2026-03-22,280500.41,19150.71,34749.24,5628.13,2805.0,218167.33
mcht_mkt_03,marketplace,2026-03-22,1638353.3,112866.86,0.0,33424.93,16383.53,1475677.98
mcht_mkt_04,marketplace,2026-03-22,458798.3,28287.58,0.0,9960.33,4587.98,415962.41
mcht_saas_01,saas_subscription,2026-03-22,90520.47,0.0,38.34,1841.47,905.2,87735.46
mcht_saas_02,saas_subscription,2026-03-22,176848.2,471.96,0.0,3714.53,1768.48,170893.23
mcht_saas_03,saas_subscription,2026-03-22,308528.81,1790.51,267.1,6215.76,3085.29,297170.15
mcht_saas_04,saas_subscription,2026-03-22,140341.32,375.81,49.64,3063.7,1403.41,135448.76
mcht_d2c_01,d2c_ecommerce,2026-03-23,222100.77,0.0,1171.59,4443.62,2221.01,214264.55
mcht_d2c_02,d2c_ecommerce,2026-03-23,356732.71,0.0,0.0,6738.46,3567.33,346426.92
mcht_d2c_03,d2c_ecommerce,2026-03-23,636985.5,0.0,0.0,12972.08,6369.86,617643.56
mcht_d2c_04,d2c_ecommerce,2026-03-23,182131.43,13493.88,0.0,3784.7,1821.31,163031.54
mcht_food_01,food_delivery,2026-03-23,203303.63,0.0,593.18,3809.63,2033.04,196867.78
mcht_food_02,food_delivery,2026-03-23,315487.35,17930.89,604.81,5705.82,3154.87,288090.96
mcht_food_03,food_delivery,2026-03-23,390607.66,13673.9,1305.89,7881.87,3906.08,363839.92
mcht_mkt_01,marketplace,2026-03-23,730409.38,28058.71,88258.87,15096.14,7304.09,591691.57
mcht_mkt_02,marketplace,2026-03-23,1024925.92,16821.4,20723.08,22412.37,10249.26,954719.81
mcht_mkt_03,marketplace,2026-03-23,1269337.19,80596.05,25526.92,27813.07,12693.37,1122707.78
mcht_mkt_04,marketplace,2026-03-23,431520.27,50114.97,24364.47,8624.89,4315.2,344100.74
mcht_saas_01,saas_subscription,2026-03-23,83075.74,258.62,0.0,1560.32,830.76,80426.04
mcht_saas_02,saas_subscription,2026-03-23,175768.14,1005.15,144.56,3745.11,1757.68,169115.64
mcht_saas_03,saas_subscription,2026-03-23,284556.02,0.0,0.0,6065.2,2845.56,275645.26
mcht_saas_04,saas_subscription,2026-03-23,131790.5,0.0,42.51,2531.78,1317.9,127898.31
mcht_d2c_01,d2c_ecommerce,2026-03-24,246772.15,12833.77,601.37,4631.68,2467.72,226237.61
mcht_d2c_02,d2c_ecommerce,2026-03-24,342781.29,0.0,1068.51,6693.0,3427.81,331591.97
mcht_d2c_03,d2c_ecommerce,2026-03-24,575958.52,93898.23,1512.76,11372.32,5759.59,463415.62
mcht_d2c_04,d2c_ecommerce,2026-03-24,169396.38,20871.63,442.26,3708.52,1693.96,142680.01
mcht_food_01,food_delivery,2026-03-24,83954.55,3298.73,400.05,1770.79,839.55,77645.43
mcht_food_02,food_delivery,2026-03-24,151884.58,6331.21,501.58,3055.79,1518.85,140477.15
mcht_food_03,food_delivery,2026-03-24,181937.29,13206.54,2721.43,3997.88,1819.37,160192.07
mcht_mkt_01,marketplace,2026-03-24,461670.97,26433.38,9610.05,9428.67,4616.71,411582.16
mcht_mkt_02,marketplace,2026-03-24,953254.22,48018.04,19766.51,19071.85,9532.54,856865.28
mcht_mkt_03,marketplace,2026-03-24,1159095.26,0.0,0.0,23013.84,11590.95,1124490.47
mcht_mkt_04,marketplace,2026-03-24,665593.99,6697.58,13047.76,12797.29,6655.94,626395.42
mcht_saas_01,saas_subscription,2026-03-24,86140.9,0.0,65.93,1784.68,861.41,83428.88
mcht_saas_02,saas_subscription,2026-03-24,163620.8,0.0,0.0,3302.0,1636.21,158682.59
mcht_saas_03,saas_subscription,2026-03-24,282636.46,875.89,114.26,5244.43,2826.36,273575.52
mcht_saas_04,saas_subscription,2026-03-24,125225.03,1063.13,0.0,2748.02,1252.25,120161.63
mcht_d2c_01,d2c_ecommerce,2026-03-25,137897.56,40183.01,1387.99,2831.97,1378.98,92115.61
mcht_d2c_02,d2c_ecommerce,2026-03-25,265279.57,0.0,772.7,5488.13,2652.8,256365.94
mcht_d2c_03,d2c_ecommerce,2026-03-25,370643.16,39281.53,1434.68,7042.64,3706.43,319177.88
mcht_d2c_04,d2c_ecommerce,2026-03-25,78277.99,29754.48,1037.67,1551.37,782.78,45151.69
mcht_food_01,food_delivery,2026-03-25,92386.29,2411.32,0.0,1665.05,923.86,87386.06
mcht_food_02,food_delivery,2026-03-25,177931.25,0.0,1968.87,3712.03,1779.31,170471.04
mcht_food_03,food_delivery,2026-03-25,222776.93,0.0,819.21,4397.36,2227.77,215332.59
mcht_mkt_01,marketplace,2026-03-25,487817.46,25535.42,0.0,10361.38,4878.17,447042.49
mcht_mkt_02,marketplace,2026-03-25,363207.76,26146.0,0.0,7755.64,3632.08,325674.04
mcht_mkt_03,marketplace,2026-03-25,1790245.5,158272.59,0.0,32506.48,17902.46,1581563.97
mcht_mkt_04,marketplace,2026-03-25,235771.59,0.0,0.0,4699.05,2357.72,228714.82
mcht_saas_01,saas_subscription,2026-03-25,99336.21,1043.81,132.67,1873.12,993.36,95293.25
mcht_saas_02,saas_subscription,2026-03-25,197793.05,535.08,0.0,4050.74,1977.93,191229.3
mcht_saas_03,saas_subscription,2026-03-25,322311.45,952.0,0.0,6974.74,3223.11,311161.6
mcht_saas_04,saas_subscription,2026-03-25,152169.59,417.2,45.5,2969.36,1521.7,147215.83
mcht_d2c_01,d2c_ecommerce,2026-03-26,128278.28,21999.55,678.83,2406.55,1282.78,101910.57
mcht_d2c_02,d2c_ecommerce,2026-03-26,230978.9,45050.89,660.59,4793.39,2309.79,178164.24
mcht_d2c_03,d2c_ecommerce,2026-03-26,372179.68,84101.95,2645.21,7901.21,3721.8,273809.51
mcht_d2c_04,d2c_ecommerce,2026-03-26,114025.01,0.0,401.02,2119.52,1140.25,110364.22
mcht_food_01,food_delivery,2026-03-26,107568.9,7682.91,0.0,2206.72,1075.69,96603.58
mcht_food_02,food_delivery,2026-03-26,186849.99,5323.22,0.0,3444.67,1868.5,176213.6
mcht_food_03,food_delivery,2026-03-26,246727.43,8630.9,1809.15,5009.61,2467.27,228810.5
mcht_mkt_01,marketplace,2026-03-26,512857.85,14262.12,0.0,10153.62,5128.58,483313.53
mcht_mkt_02,marketplace,2026-03-26,506031.25,0.0,41691.02,9639.94,5060.31,449639.98
mcht_mkt_03,marketplace,2026-03-26,1802895.93,68203.21,0.0,38361.48,18028.96,1678302.28
mcht_mkt_04,marketplace,2026-03-26,391388.64,34040.45,0.0,7388.29,3913.89,346046.01
mcht_saas_01,saas_subscription,2026-03-26,97650.96,0.0,31.88,1796.45,976.51,94846.12
mcht_saas_02,saas_subscription,2026-03-26,183401.88,1049.05,107.05,3812.36,1834.02,176599.4
mcht_saas_03,saas_subscription,2026-03-26,335981.48,1049.11,152.9,6761.87,3359.81,324657.79
mcht_saas_04,saas_subscription,2026-03-26,146296.88,0.0,0.0,2750.22,1462.97,142083.69
mcht_d2c_01,d2c_ecommerce,2026-03-27,151488.13,17059.03,0.0,2801.63,1514.88,130112.59
mcht_d2c_02,d2c_ecommerce,2026-03-27,210886.49,26803.08,2874.7,4619.36,2108.86,174480.49
mcht_d2c_03,d2c_ecommerce,2026-03-27,378465.3,0.0,2192.87,7078.65,3784.65,365409.13
mcht_d2c_04,d2c_ecommerce,2026-03-27,115142.98,10675.3,0.0,2449.36,1151.43,100866.89
mcht_food_01,food_delivery,2026-03-27,107092.44,4208.34,0.0,2207.25,1070.92,99605.93
mcht_food_02,food_delivery,2026-03-27,199989.12,16265.71,893.94,3943.22,1999.89,176886.36
mcht_food_03,food_delivery,2026-03-27,279545.02,11982.7,0.0,6059.69,2795.45,258707.18
mcht_mkt_01,marketplace,2026-03-27,488819.68,56982.83,0.0,9343.59,4888.2,417605.06
mcht_mkt_02,marketplace,2026-03-27,432438.05,45308.15,21328.83,9178.6,4324.38,352298.09
mcht_mkt_03,marketplace,2026-03-27,1528629.6,0.0,35937.0,28868.44,15286.3,1448537.86
mcht_mkt_04,marketplace,2026-03-27,295582.9,0.0,8643.67,5885.93,2955.83,278097.47
mcht_saas_01,saas_subscription,2026-03-27,95239.26,281.81,177.57,1793.16,952.39,92034.33
mcht_saas_02,saas_subscription,2026-03-27,179210.99,517.76,64.5,3841.54,1792.11,172995.08
mcht_saas_03,saas_subscription,2026-03-27,310347.16,1006.92,115.06,6313.84,3103.47,299807.87
mcht_saas_04,saas_subscription,2026-03-27,139688.75,0.0,122.83,2577.14,1396.89,135591.89
mcht_d2c_01,d2c_ecommerce,2026-03-28,159738.0,43390.15,0.0,3494.48,1597.38,111255.99
mcht_d2c_02,d2c_ecommerce,2026-03-28,252923.59,0.0,0.0,4757.41,2529.24,245636.94
mcht_d2c_03,d2c_ecommerce,2026-03-28,388710.96,85769.65,988.88,8447.44,3887.11,289617.88
mcht_d2c_04,d2c_ecommerce,2026-03-28,139629.84,0.0,0.0,2659.35,1396.3,135574.19
mcht_food_01,food_delivery,2026-03-28,137108.55,0.0,342.94,2881.31,1371.09,132513.21
mcht_food_02,food_delivery,2026-03-28,255822.38,15125.82,0.0,4866.95,2558.22,233271.39
mcht_food_03,food_delivery,2026-03-28,325782.17,29245.6,0.0,6493.72,3257.82,286785.03
mcht_mkt_01,marketplace,2026-03-28,263309.55,82805.24,13882.99,5620.5,2633.1,158367.72
mcht_mkt_02,marketplace,2026-03-28,288011.04,0.0,0.0,6332.26,2880.11,278798.67
mcht_mkt_03,marketplace,2026-03-28,175950.0,81641.9,0.0,3291.14,1759.5,89257.46
mcht_mkt_04,marketplace,2026-03-28,130516.16,0.0,19099.14,2469.07,1305.16,107642.79
mcht_saas_01,saas_subscription,2026-03-28,94625.5,281.95,0.0,1863.26,946.25,91534.04
mcht_saas_02,saas_subscription,2026-03-28,182316.92,0.0,0.0,3370.89,1823.17,177122.86
mcht_saas_03,saas_subscription,2026-03-28,314349.42,966.33,133.43,6299.77,3143.49,303806.4
mcht_saas_04,saas_subscription,2026-03-28,147253.62,805.27,50.78,3112.92,1472.54,141812.11
mcht_d2c_01,d2c_ecommerce,2026-03-29,197624.45,0.0,633.37,4077.58,1976.24,190937.26
mcht_d2c_02,d2c_ecommerce,2026-03-29,332021.54,37728.01,825.41,6498.14,3320.22,283649.76
mcht_d2c_03,d2c_ecommerce,2026-03-29,437668.51,0.0,1032.22,9426.62,4376.69,422832.98
mcht_d2c_04,d2c_ecommerce,2026-03-29,140084.55,19591.51,327.25,3079.41,1400.85,115685.53
mcht_food_01,food_delivery,2026-03-29,188043.18,15349.68,578.15,4081.26,1880.43,166153.66
mcht_food_02,food_delivery,2026-03-29,374830.9,0.0,441.5,7597.21,3748.31,363043.88
mcht_food_03,food_delivery,2026-03-29,522240.8,13773.39,0.0,11032.07,5222.41,492212.93
mcht_mkt_01,marketplace,2026-03-29,425951.27,0.0,0.0,8844.45,4259.51,412847.31
mcht_mkt_02,marketplace,2026-03-29,467840.07,26604.68,17414.38,10124.22,4678.4,409018.39
mcht_mkt_03,marketplace,2026-03-29,1298865.15,58932.41,22255.84,23743.31,12988.65,1180944.94
mcht_mkt_04,marketplace,2026-03-29,544647.59,23636.07,0.0,11159.18,5446.48,504405.86
mcht_saas_01,saas_subscription,2026-03-29,95878.8,0.0,0.0,1793.37,958.79,93126.64
mcht_saas_02,saas_subscription,2026-03-29,181282.66,0.0,82.96,3934.69,1812.83,175452.18
mcht_saas_03,saas_subscription,2026-03-29,312867.63,0.0,145.48,5676.7,3128.68,303916.77
mcht_saas_04,saas_subscription,2026-03-29,135848.99,0.0,0.0,2746.77,1358.49,131743.73
mcht_d2c_01,d2c_ecommerce,2026-03-30,247040.53,33922.12,2291.42,5372.09,2470.41,202984.49
mcht_d2c_02,d2c_ecommerce,2026-03-30,291526.86,0.0,0.0,6372.4,2915.27,282239.19
mcht_d2c_03,d2c_ecommerce,2026-03-30,622281.36,31309.54,0.0,12098.61,6222.81,572650.4
mcht_d2c_04,d2c_ecommerce,2026-03-30,159465.89,9822.42,500.12,3229.67,1594.66,144319.02
mcht_food_01,food_delivery,2026-03-30,177357.3,0.0,198.53,3727.22,1773.57,171657.98
mcht_food_02,food_delivery,2026-03-30,278016.58,15989.15,765.45,5438.56,2780.17,253043.25
mcht_food_03,food_delivery,2026-03-30,410668.81,9141.51,2962.57,8293.3,4106.69,386164.74
mcht_mkt_01,marketplace,2026-03-30,563916.57,0.0,19669.51,11744.6,5639.17,526863.29
mcht_mkt_02,marketplace,2026-03-30,596761.73,0.0,22028.49,11467.54,5967.62,557298.08
mcht_mkt_03,marketplace,2026-03-30,1240339.72,71491.28,0.0,23952.94,12403.4,1132492.1
mcht_mkt_04,marketplace,2026-03-30,356832.22,27347.06,0.0,7507.59,3568.32,318409.25
mcht_saas_01,saas_subscription,2026-03-30,88738.51,510.88,34.48,1645.1,887.39,85660.66
mcht_saas_02,saas_subscription,2026-03-30,167588.69,399.26,0.0,3034.04,1675.89,162479.5
mcht_saas_03,saas_subscription,2026-03-30,291406.01,869.75,103.5,5824.73,2914.06,281693.97
mcht_saas_04,saas_subscription,2026-03-30,133028.08,1241.35,99.4,2557.93,1330.28,127799.12
mcht_d2c_01,d2c_ecommerce,2026-03-31,238724.97,0.0,0.0,4764.84,2387.25,231572.88
mcht_d2c_02,d2c_ecommerce,2026-03-31,309217.03,0.0,737.88,6419.36,3092.17,298967.62
mcht_d2c_03,d2c_ecommerce,2026-03-31,608509.45,30264.83,0.0,11695.92,6085.09,560463.61
mcht_d2c_04,d2c_ecommerce,2026-03-31,172460.62,0.0,378.15,3264.77,1724.61,167093.09
mcht_food_01,food_delivery,2026-03-31,86178.21,5854.11,1051.06,1803.59,861.78,76607.67
mcht_food_02,food_delivery,2026-03-31,166768.92,5400.89,0.0,3136.23,1667.69,156564.11
mcht_food_03,food_delivery,2026-03-31,218357.46,6658.66,1852.43,4486.99,2183.57,203175.81
mcht_mkt_01,marketplace,2026-03-31,579432.66,0.0,0.0,11653.75,5794.33,561984.58
mcht_mkt_02,marketplace,2026-03-31,411881.07,75663.45,9680.54,8807.92,4118.81,313610.35
mcht_mkt_03,marketplace,2026-03-31,1182657.14,77506.46,64168.89,22830.77,11826.57,1006324.45
mcht_mkt_04,marketplace,2026-03-31,576761.79,32974.52,0.0,12618.23,5767.62,525401.42
mcht_saas_01,saas_subscription,2026-03-31,85120.23,318.69,0.0,1825.07,851.2,82125.27
mcht_saas_02,saas_subscription,2026-03-31,156164.92,1054.54,159.33,3333.31,1561.65,150056.09
mcht_saas_03,saas_subscription,2026-03-31,279738.0,881.84,129.51,5330.18,2797.38,270599.09
mcht_saas_04,saas_subscription,2026-03-31,117467.13,0.0,58.42,2400.3,1174.67,113833.74
mcht_d2c_01,d2c_ecommerce,2026-04-01,145760.68,20767.1,2025.18,2643.17,1457.61,118867.62
